Name,Ticker,Market Cap (USD),Logo URL (CoinGecko - Standard),Logo URL (CoinGecko - Large)
Shark Cat,SC,1096655,https://assets.coingecko.com/coins/images/36562/standard/shark.jpeg?1715148291,https://assets.coingecko.com/coins/images/36562/large/shark.jpeg?1715148291
Fish N Chips,CHIPPY,1088348,https://assets.coingecko.com/coins/images/37917/standard/fisg.jpeg?1715936192,https://assets.coingecko.com/coins/images/37917/large/fisg.jpeg?1715936192
Ace Data Cloud,ACE,1085872,https://assets.coingecko.com/coins/images/71254/standard/48rk1xlamhcd8lyexp1kzky2gr8o.?1766691042,https://assets.coingecko.com/coins/images/71254/large/48rk1xlamhcd8lyexp1kzky2gr8o.?1766691042
ELLA,ELLA,1078878,https://assets.coingecko.com/coins/images/67368/standard/1000012304.jpg?1757986338,https://assets.coingecko.com/coins/images/67368/large/1000012304.jpg?1757986338
Chudjak,CHUD,1074278,https://assets.coingecko.com/coins/images/37739/standard/Untitled_%28200_x_200_px%29_%281%29.png?1746421708,https://assets.coingecko.com/coins/images/37739/large/Untitled_%28200_x_200_px%29_%281%29.png?1746421708
Pepe Bundle,PUNDLE,1060124,https://assets.coingecko.com/coins/images/66742/standard/photo_2025-06-01_02.18.00.png?1750358482,https://assets.coingecko.com/coins/images/66742/large/photo_2025-06-01_02.18.00.png?1750358482
Billy,BILLY,1049446,https://assets.coingecko.com/coins/images/38745/standard/BILLY.jpg?1718680214,https://assets.coingecko.com/coins/images/38745/large/BILLY.jpg?1718680214
XBT,XBT,1038822,https://assets.coingecko.com/coins/images/55831/standard/xbt-logo.jpg?1747392856,https://assets.coingecko.com/coins/images/55831/large/xbt-logo.jpg?1747392856
Smoking Chicken Fish,SCF,1037898,https://assets.coingecko.com/coins/images/39351/standard/SCF_meme.png?1727101840,https://assets.coingecko.com/coins/images/39351/large/SCF_meme.png?1727101840
Skill Stacker,STKR,1032297,https://assets.coingecko.com/coins/images/71143/standard/skill-stacker-3-15-logo.jpg?1765982946,https://assets.coingecko.com/coins/images/71143/large/skill-stacker-3-15-logo.jpg?1765982946
Johnny Suede,SUEDE,1031948,https://assets.coingecko.com/coins/images/54437/standard/suede_labs_logo.png?1765381096,https://assets.coingecko.com/coins/images/54437/large/suede_labs_logo.png?1765381096
Degen,DGN,1019431,https://assets.coingecko.com/coins/images/68000/standard/dgn-logo-200x200.png?1754549112,https://assets.coingecko.com/coins/images/68000/large/dgn-logo-200x200.png?1754549112
FRIC,FRIC,1004943,https://assets.coingecko.com/coins/images/52171/standard/fric.png?1732683605,https://assets.coingecko.com/coins/images/52171/large/fric.png?1732683605
BOXABL,BOXABL,991522,https://assets.coingecko.com/coins/images/71063/standard/o3svr7v9cafoxgd4ee2d6i7jxdq7.?1765488159,https://assets.coingecko.com/coins/images/71063/large/o3svr7v9cafoxgd4ee2d6i7jxdq7.?1765488159
KiraKuru,KRA,983389,https://assets.coingecko.com/coins/images/52710/standard/Kira_Kuru_Original.png?1734059282,https://assets.coingecko.com/coins/images/52710/large/Kira_Kuru_Original.png?1734059282
Fapcoin,FAPCOIN,974304,https://assets.coingecko.com/coins/images/71009/standard/wywd5un4i41w8u8irnfsp0noqc57.?1765096991,https://assets.coingecko.com/coins/images/71009/large/wywd5un4i41w8u8irnfsp0noqc57.?1765096991
SYNAPZ,SYNAPZ,970148,https://assets.coingecko.com/coins/images/70899/standard/download_%281%29.png?1764484195,https://assets.coingecko.com/coins/images/70899/large/download_%281%29.png?1764484195
First Convicted RACCON,FRED,965179,https://assets.coingecko.com/coins/images/51302/standard/fred_pfp_200_transparent_v3.png?1739628486,https://assets.coingecko.com/coins/images/51302/large/fred_pfp_200_transparent_v3.png?1739628486
Luce,LUCE,958114,https://assets.coingecko.com/coins/images/51133/standard/luce.jpg?1730190134,https://assets.coingecko.com/coins/images/51133/large/luce.jpg?1730190134
Dotcom,Y2K,950247,https://assets.coingecko.com/coins/images/52103/standard/Untitled-1.png?1732591732,https://assets.coingecko.com/coins/images/52103/large/Untitled-1.png?1732591732
Tetsuo Coin,TETSUO,945356,https://assets.coingecko.com/coins/images/52389/standard/TETSUO_1733206905718.jpeg?1733269367,https://assets.coingecko.com/coins/images/52389/large/TETSUO_1733206905718.jpeg?1733269367
New XAI Gork,GORK,944380,https://assets.coingecko.com/coins/images/55463/standard/gork-logo.jpg?1746178959,https://assets.coingecko.com/coins/images/55463/large/gork-logo.jpg?1746178959
🟥🟪🟦🟩🟨🟧,🟥🟩,942761,https://assets.coingecko.com/coins/images/51826/standard/newlogo.jpg?1733137835,https://assets.coingecko.com/coins/images/51826/large/newlogo.jpg?1733137835
BER,BER,859685,https://assets.coingecko.com/coins/images/70167/standard/photo_2025-12-24_00-26-05.jpg?1767718606,https://assets.coingecko.com/coins/images/70167/large/photo_2025-12-24_00-26-05.jpg?1767718606
Wizard Gang,WIZARD,853747,https://assets.coingecko.com/coins/images/55292/standard/wizardgang.jpeg?1745223467,https://assets.coingecko.com/coins/images/55292/large/wizardgang.jpeg?1745223467
PEPECAT,PEPECAT,839663,https://assets.coingecko.com/coins/images/52185/standard/pepecat.png?1732694890,https://assets.coingecko.com/coins/images/52185/large/pepecat.png?1732694890
WAGMI,WAGMI,837858,https://assets.coingecko.com/coins/images/55910/standard/wagmi_pfp_2.png?1758255624,https://assets.coingecko.com/coins/images/55910/large/wagmi_pfp_2.png?1758255624
Blinks.gg,BGG1,836715,https://assets.coingecko.com/coins/images/39794/standard/QmTz16M9Te1xQrBkPfuuZaq1rhfKCjNj1QSwGE32mbDS9Y_%281%29_%281%29.png?1724117373,https://assets.coingecko.com/coins/images/39794/large/QmTz16M9Te1xQrBkPfuuZaq1rhfKCjNj1QSwGE32mbDS9Y_%281%29_%281%29.png?1724117373
Butthole Coin,BUTTHOLE,799848,https://assets.coingecko.com/coins/images/53183/standard/1000281355.jpg?1735563013,https://assets.coingecko.com/coins/images/53183/large/1000281355.jpg?1735563013
Kekius Maximus,KM,792754,https://assets.coingecko.com/coins/images/53232/standard/LOGO_%282%29.jpg?1735809709,https://assets.coingecko.com/coins/images/53232/large/LOGO_%282%29.jpg?1735809709
Joss Money,JMONEY,790267,https://assets.coingecko.com/coins/images/55891/standard/%E4%B8%8B%E8%BC%8902.png?1747559330,https://assets.coingecko.com/coins/images/55891/large/%E4%B8%8B%E8%BC%8902.png?1747559330
TrenchBuddy,TRENCH,789410,https://assets.coingecko.com/coins/images/53615/standard/1000152494.jpg?1736889020,https://assets.coingecko.com/coins/images/53615/large/1000152494.jpg?1736889020
The Blue Whale,BLUEWHALE,783725,https://assets.coingecko.com/coins/images/71298/standard/diuhi9s2k8hoq0pb7553zq7dp50b.?1767002975,https://assets.coingecko.com/coins/images/71298/large/diuhi9s2k8hoq0pb7553zq7dp50b.?1767002975
RefundYourSOL,RYS,776094,https://assets.coingecko.com/coins/images/66890/standard/t0mfixt9m6bh674a3ontbvk63wtf.?1750935579,https://assets.coingecko.com/coins/images/66890/large/t0mfixt9m6bh674a3ontbvk63wtf.?1750935579
Spinning Cat,OIIAOIIA,764151,https://assets.coingecko.com/coins/images/51837/standard/IMG_4912.jpeg?1732045307,https://assets.coingecko.com/coins/images/51837/large/IMG_4912.jpeg?1732045307
ASSDAQ,ASSDAQ,763083,https://assets.coingecko.com/coins/images/67212/standard/1000002377_%281%29.png?1752093770,https://assets.coingecko.com/coins/images/67212/large/1000002377_%281%29.png?1752093770
Ghiblification,GHIBLI,756708,https://assets.coingecko.com/coins/images/54988/standard/ghibli.png?1743059802,https://assets.coingecko.com/coins/images/54988/large/ghibli.png?1743059802
STONKS,STONKS,751421,https://assets.coingecko.com/coins/images/54302/standard/548f883d-3219-47e8-944c-22ae77a106f1.jpg?1739167478,https://assets.coingecko.com/coins/images/54302/large/548f883d-3219-47e8-944c-22ae77a106f1.jpg?1739167478
x402jobs,JOBS,751163,https://assets.coingecko.com/coins/images/71095/standard/1765294963013.png?1765783107,https://assets.coingecko.com/coins/images/71095/large/1765294963013.png?1765783107
just a shitcoin,SHITCOIN,739299,https://assets.coingecko.com/coins/images/68704/standard/photo_2025-08-26_19-04-28.jpg?1756323895,https://assets.coingecko.com/coins/images/68704/large/photo_2025-08-26_19-04-28.jpg?1756323895
Threat Research & History Trail,THRT,737758,https://assets.coingecko.com/coins/images/70257/standard/Screenshot_2025-04-09_105648%281%29.png?1761299193,https://assets.coingecko.com/coins/images/70257/large/Screenshot_2025-04-09_105648%281%29.png?1761299193
@gork,GORK,731645,https://assets.coingecko.com/coins/images/55556/standard/gork.png?1746652885,https://assets.coingecko.com/coins/images/55556/large/gork.png?1746652885
Swasticoin,YZY,725435,https://assets.coingecko.com/coins/images/54850/standard/swasticoin-logo.png?1742042770,https://assets.coingecko.com/coins/images/54850/large/swasticoin-logo.png?1742042770
Bear In Bathrobe,BIB,721113,https://assets.coingecko.com/coins/images/53932/standard/BIB_PF.png?1737747001,https://assets.coingecko.com/coins/images/53932/large/BIB_PF.png?1737747001
KindSoul,KNS,719756,https://assets.coingecko.com/coins/images/71248/standard/new_pfp_%28960_x_540_px%29_%28500_x_500_px%29_%28200_x_200_px%29.png?1766669792,https://assets.coingecko.com/coins/images/71248/large/new_pfp_%28960_x_540_px%29_%28500_x_500_px%29_%28200_x_200_px%29.png?1766669792
KWEEN,KWEEN,719367,https://assets.coingecko.com/coins/images/52772/standard/photo_2024-12-08_15-26-24.jpg?1734278967,https://assets.coingecko.com/coins/images/52772/large/photo_2024-12-08_15-26-24.jpg?1734278967
Core,CORE,717973,https://assets.coingecko.com/coins/images/68310/standard/Untitled_design_%281%29.png?1755329948,https://assets.coingecko.com/coins/images/68310/large/Untitled_design_%281%29.png?1755329948
RNT,RNT,715592,https://assets.coingecko.com/coins/images/38534/standard/tate.png?1717785682,https://assets.coingecko.com/coins/images/38534/large/tate.png?1717785682
Schrodinger's Coin,MAYBE,715131,https://assets.coingecko.com/coins/images/66547/standard/IMG_5194.jpg?1749712209,https://assets.coingecko.com/coins/images/66547/large/IMG_5194.jpg?1749712209
Market Dominance,MD,713907,https://assets.coingecko.com/coins/images/51074/standard/ssss.png?1729968758,https://assets.coingecko.com/coins/images/51074/large/ssss.png?1729968758
Degen Spartan AI,DEGENAI,710390,https://assets.coingecko.com/coins/images/51254/standard/degenai.jpg?1730560647,https://assets.coingecko.com/coins/images/51254/large/degenai.jpg?1730560647
Opus The Trencher,OPUS,707848,https://assets.coingecko.com/coins/images/71481/standard/f4a5s9ptkekcohpy105lnrprnzxi.?1767918144,https://assets.coingecko.com/coins/images/71481/large/f4a5s9ptkekcohpy105lnrprnzxi.?1767918144
Italian Brainrot,ITALIANROT,707699,https://assets.coingecko.com/coins/images/55291/standard/ITALIANROT.png?1745222776,https://assets.coingecko.com/coins/images/55291/large/ITALIANROT.png?1745222776
Blindfold Finance,BLIND,706535,https://assets.coingecko.com/coins/images/71263/standard/IMG_4951.jpeg?1766791106,https://assets.coingecko.com/coins/images/71263/large/IMG_4951.jpeg?1766791106
XerisCoin,XERIS,696471,https://assets.coingecko.com/coins/images/70879/standard/0c1n8gvps655qp1plzcjmryv9gmc.?1764363933,https://assets.coingecko.com/coins/images/70879/large/0c1n8gvps655qp1plzcjmryv9gmc.?1764363933
GYAT Coin,GYAT,693094,https://assets.coingecko.com/coins/images/54167/standard/gyat-coin.jpg?1738493470,https://assets.coingecko.com/coins/images/54167/large/gyat-coin.jpg?1738493470
Tate Terminal,TATE,687823,https://assets.coingecko.com/coins/images/51123/standard/Tate_Terminal.png?1730179826,https://assets.coingecko.com/coins/images/51123/large/Tate_Terminal.png?1730179826
RAGE GUY,RAGE,684269,https://assets.coingecko.com/coins/images/69138/standard/logo.jpg?1757596824,https://assets.coingecko.com/coins/images/69138/large/logo.jpg?1757596824
Kredo,KREDO,681549,https://assets.coingecko.com/coins/images/71385/standard/kredo_%281%29.png?1767830448,https://assets.coingecko.com/coins/images/71385/large/kredo_%281%29.png?1767830448
QuantumCoin,QE,680099,https://assets.coingecko.com/coins/images/69366/standard/photo_2025-09-21_05-03-04.jpg?1758522493,https://assets.coingecko.com/coins/images/69366/large/photo_2025-09-21_05-03-04.jpg?1758522493
Oxedium,OXE,675326,https://assets.coingecko.com/coins/images/71177/standard/oxe_logo.png?1766219001,https://assets.coingecko.com/coins/images/71177/large/oxe_logo.png?1766219001
Winternomics TV,WNTV,674805,https://assets.coingecko.com/coins/images/69828/standard/a0f5coo4bx1f6rgsi22y8r3vlzii.?1759768175,https://assets.coingecko.com/coins/images/69828/large/a0f5coo4bx1f6rgsi22y8r3vlzii.?1759768175
Whyyoutouzhele,LI,668510,https://assets.coingecko.com/coins/images/53203/standard/IMG_7088.jpeg?1735661468,https://assets.coingecko.com/coins/images/53203/large/IMG_7088.jpeg?1735661468
Whine Coin,WHINE,666854,https://assets.coingecko.com/coins/images/38523/standard/IMG_20240606_032303_401.jpg?1717759605,https://assets.coingecko.com/coins/images/38523/large/IMG_20240606_032303_401.jpg?1717759605
Exit Liquidity,RETAIL,666255,https://assets.coingecko.com/coins/images/69204/standard/WhatsApp_Image_2025-09-09_at_10.52.43_252ed4ac.jpg?1758773774,https://assets.coingecko.com/coins/images/69204/large/WhatsApp_Image_2025-09-09_at_10.52.43_252ed4ac.jpg?1758773774
Print,PRINT,651787,https://assets.coingecko.com/coins/images/70301/standard/PrintLogoCoingecko.png?1761481058,https://assets.coingecko.com/coins/images/70301/large/PrintLogoCoingecko.png?1761481058
AISI SPACE,AISI,640705,https://assets.coingecko.com/coins/images/70322/standard/AISILOGOSPACE.png?1761569563,https://assets.coingecko.com/coins/images/70322/large/AISILOGOSPACE.png?1761569563
